0,0,200,160,100
1,0,200,160,100
2,0,200,160,100
3,0,200,160,100
4,0,200,160,100
5,0,200,160,100
6,0,200,160,100
7,0,200,160,100
8,0,200,160,100
9,0,200,160,100
10,0,200,160,100
11,0,200,160,100
12,0,200,160,100
13,0,200,160,100
14,0,200,160,100
15,0,200,160,100
16,0,200,160,100
17,0,200,160,100
18,0,200,160,100
19,0,200,160,100
20,0,200,160,100
21,0,200,160,100
22,0,200,160,100
23,0,200,160,100
24,0,200,160,100
25,0,200,160,100
26,0,200,160,100
27,0,200,160,100
28,0,200,160,100
29,0,200,160,100
30,0,200,160,100
31,0,200,160,100
32,0,202,163,97
33,0,204,165,98
34,0,204,165,99
35,0,206,167,100
36,0,208,168,99
37,0,208,169,100
38,0,208,169,100
39,0,208,169,100
40,0,208,169,100
41,0,208,169,100
42,0,208,169,100
43,0,208,169,100
44,0,208,169,100
45,0,208,169,100
46,0,208,169,100
47,0,208,169,100
48,0,208,169,100
49,0,208,169,100
50,0,208,169,100
51,0,208,169,100
52,0,208,169,100
53,0,208,169,100
54,0,208,169,100
55,0,208,169,100
56,0,208,169,100
57,0,208,169,100
58,0,208,169,100
59,0,208,169,100
60,0,208,169,100
61,0,205,166,99
62,0,200,160,100
63,0,200,160,100
0,1,201,161,101
1,1,201,161,101
2,1,201,161,101
3,1,201,161,101
4,1,201,161,101
5,1,201,161,101
6,1,201,161,101
7,1,201,161,101
8,1,201,161,101
9,1,201,161,101
10,1,201,161,101
11,1,201,161,101
12,1,201,161,101
13,1,201,161,101
14,1,201,161,101
15,1,201,161,101
16,1,201,161,101
17,1,201,161,101
18,1,201,161,101
19,1,201,161,101
20,1,201,161,101
21,1,201,161,101
22,1,201,161,101
23,1,201,161,101
24,1,201,161,101
25,1,201,161,101
26,1,201,161,101
27,1,201,161,101
28,1,201,161,101
29,1,201,161,101
30,1,201,161,101
31,1,201,161,101
32,1,204,164,100
33,1,204,165,100
34,1,207,168,100
35,1,204,164,100
36,1,201,160,99
37,1,203,163,101
38,1,205,165,100
39,1,207,167,100
40,1,208,169,100
41,1,209,170,101
42,1,209,170,101
43,1,209,170,101
44,1,209,170,101
45,1,209,170,101
46,1,209,170,101
47,1,209,170,101
48,1,209,170,101
49,1,209,170,101
50,1,209,170,101
51,1,209,170,101
52,1,209,170,101
53,1,209,170,101
54,1,209,170,101
55,1,209,170,101
56,1,209,170,101
57,1,209,170,101
58,1,209,170,101
59,1,209,170,101
60,1,209,170,101
61,1,205,166,100
62,1,201,161,101
63,1,201,161,101
0,2,203,163,103
1,2,203,163,103
2,2,203,163,103
3,2,203,163,103
4,2,203,163,103
5,2,203,163,103
6,2,203,163,103
7,2,203,163,103
8,2,203,163,103
9,2,203,163,103
10,2,203,163,103
11,2,203,163,103
12,2,203,163,103
13,2,203,163,103
14,2,203,163,103
15,2,203,163,103
16,2,203,163,103
17,2,203,163,103
18,2,203,163,103
19,2,203,163,103
20,2,203,163,103
21,2,203,163,103
22,2,203,163,103
23,2,203,163,103
24,2,203,163,103
25,2,203,163,103
26,2,203,163,103
27,2,203,163,103
28,2,203,163,103
29,2,203,163,103
30,2,203,163,103
31,2,203,163,103
32,2,204,163,102
33,2,209,170,102
34,2,204,165,101
35,2,210,171,102
36,2,210,171,102
37,2,206,166,102
38,2,203,163,103
39,2,203,163,103
40,2,203,163,103
41,2,204,164,102
42,2,206,166,102
43,2,207,168,102
44,2,209,170,102
45,2,210,171,102
46,2,210,171,102
47,2,210,171,102
48,2,210,171,102
49,2,210,171,102
50,2,210,171,102
51,2,210,171,102
52,2,210,171,102
53,2,210,171,102
54,2,210,171,102
55,2,210,171,102
56,2,210,171,102
57,2,210,171,102
58,2,210,171,102
59,2,210,171,102
60,2,210,171,102
61,2,207,167,102
62,2,203,163,103
63,2,203,163,103
0,3,204,164,104
1,3,204,164,104
2,3,204,164,104
3,3,204,164,104
4,3,204,164,104
5,3,204,164,104
6,3,204,164,104
7,3,204,164,104
8,3,204,164,104
9,3,204,164,104
10,3,204,164,104
11,3,204,164,104
12,3,204,164,104
13,3,204,164,104
14,3,204,164,104
15,3,204,164,104
16,3,204,164,104
17,3,204,164,104
18,3,204,164,104
19,3,204,164,104
20,3,204,164,104
21,3,204,164,104
22,3,204,164,104
23,3,204,164,104
24,3,204,164,104
25,3,204,164,104
26,3,204,164,104
27,3,204,164,104
28,3,204,164,104
29,3,204,164,104
30,3,204,164,104
31,3,204,164,104
32,3,204,164,104
33,3,209,170,103
34,3,208,169,103
35,3,205,165,103
36,3,210,171,103
37,3,211,172,103
38,3,211,171,103
39,3,208,168,103
40,3,204,165,103
41,3,204,164,104
42,3,204,164,104
43,3,204,164,104
44,3,204,164,104
45,3,204,164,103
46,3,206,166,103
47,3,208,168,103
48,3,210,170,103
49,3,211,172,102
50,3,211,172,103
51,3,211,172,103
52,3,211,172,103
53,3,211,172,103
54,3,211,172,103
55,3,211,172,103
56,3,211,172,103
57,3,211,172,103
58,3,211,172,103
59,3,211,172,103
60,3,211,172,103
61,3,207,168,104
62,3,204,164,104
63,3,204,164,104
0,4,206,166,106
1,4,206,166,106
2,4,206,166,106
3,4,206,166,106
4,4,206,166,106
5,4,206,166,106
6,4,206,166,106
7,4,206,166,106
8,4,206,166,106
9,4,206,166,106
10,4,206,166,106
11,4,206,166,106
12,4,206,166,106
13,4,206,166,106
14,4,206,166,106
15,4,206,166,106
16,4,144,64,16
17,4,144,64,16
18,4,144,64,16
19,4,144,64,16
20,4,208,96,16
21,4,208,96,16
22,4,208,96,16
23,4,208,96,16
24,4,224,128,32
25,4,224,128,32
