0,0,255,80,0
1,0,255,80,0
2,0,255,80,0
3,0,255,80,0
4,0,255,80,0
5,0,255,80,0
6,0,255,80,0
7,0,255,80,0
8,0,255,80,0
9,0,255,80,0
10,0,255,80,0
11,0,255,80,0
12,0,255,80,0
13,0,255,80,0
14,0,255,80,0
15,0,255,80,0
16,0,255,80,0
17,0,255,80,0
18,0,255,80,0
19,0,255,80,0
20,0,255,80,0
21,0,255,80,0
22,0,255,80,0
23,0,255,80,0
24,0,255,80,0
25,0,255,80,0
26,0,255,80,0
27,0,255,80,0
28,0,255,80,0
29,0,255,80,0
30,0,255,80,0
31,0,255,80,0
32,0,255,80,0
33,0,255,80,0
34,0,255,80,0
35,0,255,80,0
36,0,255,80,0
37,0,255,80,0
38,0,255,80,0
39,0,255,80,0
40,0,255,80,0
41,0,255,80,0
42,0,255,80,0
43,0,255,80,0
44,0,255,80,0
45,0,255,80,0
46,0,255,80,0
47,0,255,80,0
48,0,255,80,0
49,0,255,80,0
50,0,255,80,0
51,0,255,80,0
52,0,255,80,0
53,0,255,80,0
54,0,255,80,0
55,0,255,80,0
56,0,255,80,0
57,0,255,80,0
58,0,255,80,0
59,0,255,80,0
60,0,255,80,0
61,0,255,80,0
62,0,255,80,0
63,0,255,80,0
0,1,255,87,3
1,1,255,87,3
2,1,255,87,3
3,1,255,87,3
4,1,255,87,3
5,1,255,87,3
6,1,255,87,3
7,1,255,87,3
8,1,255,87,3
9,1,255,87,3
10,1,255,87,3
11,1,255,87,3
12,1,255,87,3
13,1,255,87,3
14,1,255,240,200
15,1,255,240,200
16,1,255,87,3
17,1,255,87,3
18,1,255,87,3
19,1,255,87,3
20,1,255,87,3
21,1,255,87,3
22,1,255,87,3
23,1,255,87,3
24,1,255,87,3
25,1,255,87,3
26,1,255,87,3
27,1,255,87,3
28,1,255,87,3
29,1,255,87,3
30,1,255,87,3
31,1,255,87,3
32,1,255,87,3
33,1,255,87,3
34,1,255,87,3
35,1,255,87,3
36,1,255,87,3
37,1,255,87,3
